"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00027502","2014-06","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-0.88","1,,,W","1013.0","1,,,W","1012.3","1,,,W","0.04","1,,,W","4.8",",W","0.0","W","0.0",",W","13",",W","4",",W","0",",W","3",",W","0",",W","0",",W","25",",W","3",",W","0",",W","0",",W","10","","9","","20140601",",,W","20140602","+,,W","20140601",",,W","","","20140623",",,W","20140630","+,,W","-5.5",",W,01,","50",",,W,02,+","10",",,W,01,","12.4",",,W,23,","8.3",",W,30,+","9905.6","W","521.1",",W","37.6",",,,W","90","1,,,W","82","1,,,W","97","1,,,W","24",",,,W","0.96",",W","2.69",",,,W","-0.76",",,,W","","","","","60",",W","70",",W","","","","","","","13.0",",W","14.8",",W","",""
"USW00027502","2014-07","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","1.39",",,,W","1012.3",",,,W","1011.7",",,,W","2.32",",,,W","5.1",",W","0.0","W","0.0",",W","11",",W","5",",W","0",",W","0",",W","0",",W","0",",W","18",",W","0",",W","0",",W","0",",W","10","","14","","20140715",",,W","20140724",",,W","20140724",",,W","","","20140721",",,W","20140716",",,W","-1.6",",W,15,","0",",T,W,24,","18",",,W,24,","6.1",",,W,21,","14.4",",W,16,","464.6","W","464.6",",W","25.7",",,,W","90",",,,W","80",",,,W","98",",,,W","23",",,,W","3.35",",W","6.16",",,,W","0.53",",,,W","","","","","240",",W","240",",W","","","","","","","14.3",",W","17.9",",W","",""
"USW00027502","2014-08","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","1.78",",,,W","1012.1",",,,W","1011.5",",,,W","2.64",",,,W","6.2",",W","0.0","W","0.0",",W","7",",W","1",",W","0",",W","0",",W","0",",W","0",",W","11",",W","0",",W","0",",W","0",",W","17","","8","","20140829",",,W","20140829",",,W","20140829",",,W","","","20140831",",,W","20140822",",,W","-2.7",",W,29,","0",",T,W,29,","8",",,W,29,","6.4",",,W,31,","13.9",",W,22,","934.8","W","470.2",",W","11.4",",,,W","92",",,,W","82",",,,W","99",",,,W","13",",,,W","3.16",",W","5.72",",,,W","0.61",",,,W","","","","","70",",W","70",",W","","","","","","","16.1",",W","19.2",",W","",""
"USW00027502","2014-09","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-0.63",",,,W","1010.2",",,,W","1009.6",",,,W","0.37",",,,W","6.6",",W","0.0","W","0.0",",W","14",",W","2",",W","0",",W","10",",W","3",",W","0",",W","19",",W","3",",W","0",",W","0",",W","19","","5","","20140926",",,W","20140921","+,,W","20140902",",,W","","","20140902",",,W","20140907",",,W","-7.7",",W,26,","50",",,W,21,+","112",",,W,02,","10.7",",,W,02,","10.0",",W,07,","1461.7","W","526.9",",W","27.2",",,,W","91",",,,W","80",",,,W","98",",,,W","244",",,,W","0.77",",W","2.34",",,,W","-0.80",",,,W","","","","","280",",W","290",",W","","","","","","","16.5",",W","19.7",",W","",""
"USW00027502","2014-10","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-7.61",",,,W","1014.5",",,,W","1013.9",",,,W","-6.29",",,,W","7.3",",W","0.0","W","0.0",",W","19",",W","3",",W","0",",W","30",",W","5",",W","0",",W","31",",W","30",",W","0",",W","0",",W","22","","1","","20141031","+,,W","20141031","+,,W","20141003",",,W","","","20141003",",,W","20141001",",,W","-15.5",",W,31,+","130",",,W,31,+","64",",,W,03,","5.1",",,W,03,","1.1",",W,01,","2211.2","W","749.5",",W","28.7",",,,W","87",",,,W","78",",,,W","96",",,,W","356",",,,W","-5.85",",W","-3.88",",,,W","-7.81",",,,W","","","","","60",",W","60",",W","","","","","","","18.3",",W","22.4",",W","",""
"USW00027502","2014-11","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-13.56",",,,W","1016.5",",,,W","1015.8",",,,W","-12.50",",,,W","6.3",",W","0.0","W","0.0",",W","9",",W","1",",W","0",",W","30",",W","2",",W","11",",W","30",",W","28",",W","0",",W","0",",W","15","","3","","20141127",",,W","20141121","+,,W","20141120",",,W","","","20141120",",,W","20141113",",,W","-23.8",",W,27,","150",",,W,21,+","79",",,W,20,","7.1",",,W,20,","1.7",",W,13,","3129.7","W","918.5",",W","12.6",",,,W","90",",,,W","85",",,,W","94",",,,W","161",",,,W","-12.29",",W","-9.35",",,,W","-15.22",",,,W","","","","","70",",W","70",",W","","","","","","","16.5",",W","19.7",",W","",""
"USW00027502","2014-12","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-23.30",",,,W","1017.6","1,,,W","1017.0","1,,,W","-21.23",",,,W","6.0",",W","0.0","W","0.0",",W","7",",W","1",",W","0",",W","31",",W","1",",W","30",",W","31",",W","31",",W","0",",W","0",",W","20","","2","","20141227",",,W","20141231","+,,W","20141228",",,W","","","20141228",",,W","20141229",",,W","-33.2",",W,27,","150",",,W,31,+","25",",,W,28,","2.8",",,W,28,","-3.2",",W,29,","4363.6","W","1233.9",",W","5.2",",,,W","81",",,,W","77",",,,W","85",",,,W","79",",,,W","-21.47",",W","-18.44",",,,W","-24.50",",,,W","","","","","70",",W","110",",W","","","","","","","17.9",",W","22.4",",W","",""
"USW00027502","2015-01","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-25.16",",,,W","1021.6",",,,W","1020.9",",,,W","-22.92",",,,W","5.9",",W","0.0","W","0.0",",W","4",",W","1",",W","0",",W","31",",W","2",",W","31",",W","31",",W","31",",W","0",",W","0",",W","18","","","","20150128",",,W","20150131","+,,W","20150121",",,W","","","20150118",",,W","20150130",",,W","-34.3",",W,28,","180",",,W,31,+","51",",,W,21,","3.3",",,W,18,","-7.7",",W,30,","5656.9","W","1293.3",",W","6.6",",,,W","80",",,,W","74",",,,W","86",",,,W","117",",,,W","-23.39",",W","-19.82",",,,W","-26.95",",,,W","","","","","240",",W","240",",W","","","","","","","16.5",",W","19.7",",W","",""
"USW00027502","2015-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","","","","","","","","","6.2",",W","0.0","W","0.0",",W","9",",W","0",",W","0",",W","28",",W","0",",W","23",",W","28",",W","28",",W","0",",W","0",",W","14","","2","","20150205",",,W","20150222","+,,W","20150228","+,,W","","","20150226",",,W","20150227",",,W","-37.7",",W,05,","180",",,W,22,+","20",",,W,28,+","2.0",",,W,26,","-1.0",",W,27,","6767.3","W","1110.4",",W","8.0",",,,W","","","","","","","113",",,,W","-21.32",",W","-17.48",",,,W","-25.16",",,,W","","","","","210",",W","300",",W","","","","","","","16.5",",W","19.2",",W","",""
"USW00027502","2015-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-23.83",",,,W","1018.2",",,,W","1017.5",",,,W","-22.85",",,,W","5.2",",W","0.0","W","0.0",",W","9",",W","1",",W","0",",W","31",",W","1",",W","30",",W","31",",W","31",",W","0",",W","0",",W","20","","2","","20150313","+,,W","20150331","+,,W","20150303",",,W","","","20150303",",,W","20150303",",,W","-37.1",",W,13,+","150",",,W,31,+","25",",,W,03,","2.5",",,W,03,","-9.3",",W,03,","8073.1","W","1305.8",",W","7.2",",,,W","81",",,,W","75",",,,W","89",",,,W","88",",,,W","-23.79",",W","-20.76",",,,W","-26.82",",,,W","","","","","80",",W","90",",W","","","","","","","16.1",",W","20.1",",W","",""
"USW00027502","2015-04","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-15.49",",,,W","1013.1",",,,W","1012.5",",,,W","-13.89",",,,W","5.5",",W","0.0","W","0.0",",W","9",",W","2",",W","0",",W","30",",W","3",",W","16",",W","30",",W","30",",W","0",",W","0",",W","14","","6","","20150415",",,W","20150428","+,,W","20150422",",,W","","","20150422",",,W","20150424","+,,W","-24.9",",W,15,","200",",,W,28,+","48",",,W,22,","4.8",",,W,22,","-1.6",",W,24,+","9042.0","W","968.9",",W","11.9",",,,W","84",",,,W","78",",,,W","90",",,,W","184",",,,W","-13.96",",W","-10.98",",,,W","-16.94",",,,W","","","","","70",",W","60",",W","","","","","","","15.7",",W","18.8",",W","",""
"USW00027502","2015-05","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-3.47",",,,W","1019.5",",,,W","1019.0",",,,W","-2.60",",,,W","5.2",",W","0.0","W","0.0",",W","10",",W","2",",W","0",",W","19",",W","0",",W","0",",W","29",",W","14",",W","0",",W","0",",W","12","","13","","20150501",",,W","20150508","+,,W","20150506",",,W","","","20150525",",,W","20150521",",,W","-15.5",",W,01,","200",",,W,08,+","8",",,W,06,","8.6",",,W,25,","8.3",",W,21,","9677.5","W","635.5",",W","16.8",",,,W","91",",,,W","83",",,,W","98",",,,W","33",",,,W","-2.17",",W","0.07",",,,W","-4.40",",,,W","","","","","100",",W","100",",W","","","","","","","14.3",",W","17.0",",W","",""
"USW00027502","2015-06","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","1.69",",,,W","1012.8",",,,W","1012.2",",,,W","3.05",",,,W","4.3",",W","0.0","W","0.0",",W","11",",W","3",",W","0",",W","0",",W","0",",W","0",",W","11",",W","3",",W","0",",W","0",",W","17","","12","","20150604","+,,W","20150606","+,,W","20150605",",,W","","","20150609",",,W","20150619",",,W","-3.8",",W,04,+","0",",T,W,06,+","23",",,W,05,","6.4",",,W,09,","19.4",",W,19,","10092.4","W","414.9",",W","21.5",",,,W","86",",,,W","72",",,,W","97",",,,W","26",",,,W","4.50",",W","8.07",",,,W","0.93",",,,W","","","","","50",",W","50","1,W","","","","","","","12.5",",W","14.8","1,W","",""
"USW00027502","2015-07","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","3.02","1,,,W","1014.3","1,,,W","1013.7","1,,,W","4.11","1,,,W","5.4",",W","0.0","W","0.0",",W","5",",W","1",",W","0",",W","0",",W","0",",W","0",",W","4",",W","0",",W","0",",W","0",",W","12","","19","","20150730","+,,W","20150731","+,,W","20150728",",,W","","","20150731",",,W","20150705",",,W","-0.5",",W,30,+","0",",,W,31,+","0",",T,W,28,","3.0",",,W,31,","17.8",",W,05,","421.0","W","421.0",",W","5.7",",,,W","88","1,,,W","74","1,,,W","99","1,,,W","0",",T,,W","4.75",",W","7.49",",,,W","2.02",",,,W","","","","","80",",W","80","1,W","","","","","","","13.9",",W","16.1","1,W","",""
"USW00027502","2015-08","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","1.71",",,,W","1011.1",",,,W","1010.4",",,,W","2.78",",,,W","5.6",",W","0.0","W","0.0",",W","14",",W","6",",W","0",",W","0",",W","0",",W","0",",W","8",",W","0",",W","0",",W","0",",W","19","","6","","20150820",",,W","20150818",",,W","20150829",",,W","","","20150825",",,W","20150825","+,,W","-3.2",",W,20,","0",",T,W,18,","10",",,W,29,","14.0",",,W,25,","11.1",",W,25,+","885.4","W","464.4",",W","43.0",",,,W","89",",,,W","78",",,,W","98",",,,W","20",",,,W","3.35",",W","5.70",",,,W","1.00",",,,W","","","","","270",",W","270",",W","","","","","","","17.9",",W","21.9",",W","",""
"USW00027502","2015-09","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-2.33",",,,W","1011.5",",,,W","1011.0",",,,W","-0.96",",,,W","5.5",",W","0.0","W","0.0",",W","18",",W","0",",W","0",",W","4",",W","0",",W","0",",W","25",",W","13",",W","0",",W","0",",W","26","","2","","20150922",",,W","20150930","+,,W","20150928","+,,W","","","20150928",",,W","20150902",",,W","-6.0",",W,22,","30",",,W,30,+","18",",,W,28,+","1.5",",,W,28,","7.2",",W,02,","1449.2","W","563.8",",W","11.9",",,,W","87",",,,W","76",",,,W","97",",,,W","120",",,,W","-0.46",",W","1.11",",,,W","-2.03",",,,W","","","","","60",",W","60",",W","","","","","","","13.4",",W","16.5",",W","",""
"USW00027502","2015-10","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-7.64",",,,W","1014.5","1,,,W","1014.0","1,,,W","-6.46",",,,W","6.2",",W","0.0","W","0.0",",W","7",",W","1",",W","0",",W","31",",W","1",",W","0",",W","31",",W","31",",W","0",",W","0",",W","24","","1","","20151029",",,W","20151031","+,,W","20151013",",,W","","","20151013",",,W","20151003","+,,W","-17.1",",W,29,","80",",,W,31,+","25",",,W,13,","2.5",",,W,13,","0.0",",W,03,+","2210.7","W","761.5",",W","6.9",",,,W","88",",,,W","82",",,,W","94",",,,W","105",",,,W","-6.23",",W","-4.27",",,,W","-8.19",",,,W","","","","","80",",W","80",",W","","","","","","","14.3",",W","17.0",",W","",""
"USW00027502","2015-11","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-17.21",",,,W","1007.3",",,,W","1006.7",",,,W","-16.02",",,,W","6.1",",W","0.0","W","0.0",",W","9",",W","0",",W","0",",W","30",",W","0",",W","16",",W","30",",W","30",",W","0",",W","0",",W","25","","4","","20151119",",,W","20151130","+,,W","20151125",",,W","","","20151125","+,,W","20151104","+,,W","-32.7",",W,19,","100",",,W,30,+","20",",,W,25,","1.3",",,W,25,+","-3.8",",W,04,+","3243.7","W","1033.0",",W","6.8",",,,W","88",",,,W","83",",,,W","94",",,,W","95",",,,W","-16.10",",W","-13.23",",,,W","-18.97",",,,W","","","","","80",",W","80",",W","","","","","","","15.7",",W","18.3",",W","",""
"USW00027502","2015-12","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-24.72",",,,W","1010.5","1,,,W","1009.9","1,,,W","-22.95",",,,W","5.5",",W","0.0","W","0.0",",W","2",",W","0",",W","0",",W","31",",W","1",",W","31",",W","31",",W","31",",W","0",",W","0",",W","26","","3","","20151225",",,W","20151231","+,,W","20151217",",,W","","","20151217",",,W","20151217",",,W","-37.7",",W,25,","130",",,W,31,+","33",",,W,17,","0.8",",,W,17,","-8.2",",W,17,","4542.6","W","1298.9",",W","1.1",",,,W","82",",,,W","76",",,,W","87",",,,W","85",",,,W","-23.57",",W","-20.55",",,,W","-26.59",",,,W","","","","","80",",W","80",",W","","","","","","","13.4",",W","16.1",",W","",""
"USW00027502","2016-01","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-19.35",",,,W","1013.5",",,,W","1012.8",",,,W","-17.84",",,,W","6.4",",W","0.0","W","0.0",",W","10",",W","0",",W","0",",W","31",",W","1",",W","22",",W","31",",W","31",",W","0",",W","0",",W","24","","5","","20160122",",,W","20160131","+,,W","20160124",",,W","","","20160124",",,W","20160106",",,W","-31.0",",W,22,","180",",,W,31,+","33",",,W,24,","2.0",",,W,24,","-2.1",",W,06,","5663.1","W","1120.5",",W","7.7",",,,W","85",",,,W","80",",,,W","90",",,,W","116",",,,W","-17.81",",W","-14.71",",,,W","-20.91",",,,W","","","","","90",",W","90",",W","","","","","","","13.9",",W","17.0",",W","",""
"USW00027502","2016-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-21.73","1,,,W","1015.0","1,,,W","1014.2","1,,,W","-20.02","1,,,W","8.8",",W","0.0","W","0.0",",W","4",",W","2",",W","0",",W","29",",W","2",",W","23",",W","29",",W","29",",W","0",",W","0",",W","24","","4","","20160206",",,W","20160212",",,W","20160212",",,W","","","20160212",",,W","20160226",",,W","-28.2",",W,06,","280",",,W,12,","145",",,W,12,","14.5",",,W,12,","-9.9",",W,26,","6773.3","W","1110.2",",W","21.7",",,,W","84",",,,W","79",",,,W","89",",,,W","228",",,,W","-19.95",",W","-17.57",",,,W","-22.33",",,,W","","","","","80",",W","70",",W","","","","","","","21.0",",W","21.9",",W","",""
"USW00027502","2016-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-23.51",",,,W","1021.7",",,,W","1021.1",",,,W","-21.41",",,,W","5.7",",W","0.0","W","0.0",",W","3",",W","0",",W","0",",W","31",",W","0",",W","29",",W","31",",W","31",",W","0",",W","0",",W","21","","2","","20160329",",,W","20160329","+,,W","20160324",",,W","","","20160326",",,W","20160324","+,,W","-33.2",",W,29,","200",",,W,29,+","8",",,W,24,","0.5",",,W,26,","-15.5",",W,24,+","8014.5","W","1241.2",",W","1.1",",,,W","82",",,,W","76",",,,W","87",",,,W","26",",,,W","-21.70",",W","-19.08",",,,W","-24.33",",,,W","","","","","80",",W","80",",W","","","","","","","14.8",",W","17.0",",W","",""
"USW00027502","2016-04","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-13.98",",,,W","1020.2",",,,W","1019.6",",,,W","-12.43",",,,W","8.2",",W","0.0","W","0.0",",W","5",",W","0",",W","0",",W","30",",W","0",",W","6",",W","30",",W","30",",W","0",",W","0",",W","19","","1","","20160401",",,W","20160426","+,,W","20160415",",,W","","","20160430","+,,W","20160430","+,,W","-29.9",",W,01,","150",",,W,26,+","8",",,W,15,","0.5",",,W,30,+","-1.6",",W,30,+","8924.0","W","909.5",",W","1.9",",,,W","85",",,,W","79",",,,W","91",",,,W","33",",,,W","-11.98",",W","-9.87",",,,W","-14.10",",,,W","","","","","80",",W","80",",W","","","","","","","17.9",",W","21.0",",W","",""
"USW00027502","2016-05","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-3.68",",,,W","1020.5",",,,W","1019.9",",,,W","-2.55",",,,W","5.3",",W","0.0","W","0.0",",W","4",",W","0",",W","0",",W","13",",W","0",",W","0",",W","29",",W","14",",W","0",",W","0",",W","17","","11","","20160508","+,,W","20160510","+,,W","20160506",",,W","","","20160524",",,W","20160530",",,W","-9.9",",W,08,+","100",",,W,10,+","10",",,W,06,","0.8",",,W,24,","6.7",",W,30,","9546.8","W","622.8",",W","1.9",",,,W","88",",,,W","82",",,,W","95",",,,W","24",",,,W","-1.76",",W","0.22",",,,W","-3.74",",,,W","","","","","110",",W","110",",W","","","","","","","11.2",",W","13.4",",W","",""
"USW00027502","2016-06","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-0.30",",,,W","1012.0",",,,W","1011.1",",,,W","1.56",",,,W","5.3",",W","0.0","W","0.0",",W","11",",W","2",",W","0",",W","0",",W","1",",W","0",",W","21",",W","1",",W","0",",W","0",",W","18","","9","","20160603",",,W","20160616","+,,W","20160609",",,W","","","20160609",",,W","20160628",",,W","-3.8",",W,03,","0",",T,W,16,+","43",",,W,09,","4.3",",,W,09,","18.3",",W,28,","10000.8","W","454.0",",W","17.9",",,,W","82",",,,W","70",",,,W","91",",,,W","70",",,,W","3.20",",W","6.65",",,,W","-0.25",",,,W","","","","","220",",W","220",",W","","","","","","","13.4",",W","16.1",",W","",""
"USW00027502","2016-07","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","2.95",",,,W","1011.4",",,,W","1010.8",",,,W","4.70",",,,W","5.6",",W","0.0","W","0.0",",W","8",",W","4",",W","0",",W","0",",W","0",",W","0",",W","6",",W","0",",W","0",",W","0",",W","10","","17","","20160720",",,W","20160731","+,,W","20160730","+,,W","1","","20160727",",,W","20160713",",,W","-1.0",",W,20,","0",",,W,31,+","0",",T,W,30,+","6.1",",,W,27,","18.9",",W,13,","366.5","W","366.5",",W","20.0",",,,W","81",",,,W","68",",,,W","91",",,,W","0",",T,,W","6.51",",W","10.59",",,,W","2.43",",,,W","","","","","220",",W","210",",W","","","","","","","13.4",",W","17.9",",W","",""
"USW00027502","2016-08","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","1.41",",,,W","1015.6",",,,W","1015.0",",,,W","3.01",",,,W","5.7",",W","0.0","W","0.0",",W","8",",W","3",",W","0",",W","0",",W","1",",W","0",",W","4",",W","0",",W","0",",W","0",",W","15","","15","","20160819","+,,W","20160823","+,,W","20160819",",,W","","","20160818",",,W","20160827",",,W","-1.0",",W,19,+","0",",T,W,23,+","41",",,W,19,","10.4",",,W,18,","17.8",",W,27,","801.5","W","435.0",",W","21.4",",,,W","83",",,,W","74",",,,W","91",",,,W","57",",,,W","4.30",",W","6.78",",,,W","1.83",",,,W","","","","","220",",W","220",",W","","","","","","","13.9",",W","17.0",",W","",""
"USW00027502","2016-09","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-1.64",",,,W","1009.3",",,,W","1008.6",",,,W","0.29",",,,W","5.4",",W","0.0","W","0.0",",W","18",",W","1",",W","0",",W","0",",W","0",",W","0",",W","19",",W","0",",W","0",",W","0",",W","","","1","","20160927",",,W","20160926","+,,W","20160917","+,,W","","","20160929",",,W","20160930",",,W","-3.2",",W,27,","0",",T,W,26,+","13",",,W,17,+","6.9",",,W,29,","8.9",",W,30,","1308.8","W","507.3",",W","19.9",",,,W","81",",,,W","72",",,,W","89",",,,W","58",",,,W","1.42",",W","3.11",",,,W","-0.27",",,,W","","","","","270",",W","250",",W","","","","","","","16.1",",W","19.7",",W","",""
"USW00027502","2016-10","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-3.95",",,,W","1013.5",",,,W","1012.9",",,,W","-1.88",",,,W","6.0",",W","0.0","W","0.0",",W","9",",W","0",",W","0",",W","6",",W","0",",W","0",",W","28",",W","12",",W","0",",W","0",",W","","","","","20161025",",,W","20161031","+,,W","20161021",",,W","","","20161029",",,W","20161010",",,W","-10.5",",W,25,","30",",,W,31,+","15",",,W,21,","2.0",",,W,29,","6.7",",W,10,","1908.7","W","599.9",",W","7.2",",,,W","80",",,,W","73",",,,W","88",",,,W","77",",,,W","-1.02",",W","0.84",",,,W","-2.88",",,,W","","","","","270",",W","270",",W","","","","","","","14.3",",W","17.4",",W","",""
"USW00027502","2016-11","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-12.68","1,,,W","1010.0","1,,,W","1009.4","1,,,W","-10.31","1,,,W","4.8",",W","0.0","W","0.0",",W","10",",W","1",",W","0",",W","30",",W","2",",W","8",",W","30",",W","30",",W","0",",W","0",",W","1","","1","","20161127",",,W","20161130","+,,W","20161111",",,W","","","20161111",",,W","20161102","+,,W","-29.3",",W,27,","150",",,W,30,+","38",",,W,11,","3.0",",,W,11,","-0.5",",W,02,+","2767.7","W","859.0",",W","11.0",",,,W","78","1,,,W","71","1,,,W","85","1,,,W","160",",,,W","-10.30",",W","-6.68",",,,W","-13.92",",,,W","","","","","80",",W","70",",W","","","","","","","14.8",",W","17.4",",W","",""
"USW00027502","2016-12","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-20.45",",,,W","1016.3",",,,W","1015.6",",,,W","-17.83",",,,W","6.1",",W","0.0","W","0.0",",W","10",",W","1",",W","0",",W","31",",W","1",",W","21",",W","31",",W","31",",W","0",",W","0",",W","3","","1","","20161204",",,W","20161231","+,,W","20161230",",,W","","","20161230",",,W","20161230",",,W","-30.5",",W,04,","180",",,W,31,+","28",",,W,30,","2.8",",,W,30,","-3.2",",W,30,","3882.8","W","1115.1",",W","7.9",",,,W","76",",,,W","69",",,,W","83",",,,W","109",",,,W","-17.64",",W","-13.38",",,,W","-21.90",",,,W","","","","","240",",W","230",",W","","","","","","","21.5",",W","25.0",",W","",""
"USW00027502","2017-01","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-18.96","3,,,W","1011.7",",,,W","1011.0",",,,W","-16.39","3,,,W","6.2",",W","0.0","W","0.0",",W","7",",W","1",",W","0",",W","31",",W","1",",W","22",",W","31",",W","29",",W","0",",W","0",",W","","","","","20170119",",,W","20170101",",,W","20170101",",,W","","","20170101",",,W","20170101",",,W","-37.7",",W,19,","180",",,W,01,","79",",,W,01,","8.1",",,W,01,","2.2",",W,01,","5004.9","W","1122.1",",W","12.0",",,,W","76",",,,W","71",",,,W","82",",,,W","122",",,,W","-17.86",",W","-13.33",",,,W","-22.40",",,,W","","","","","300",",W","320",",W","","","","","","","20.1",",W","26.4",",W","",""
"USW00027502","2017-02","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-23.35","1,,,W","1017.3","1,,,W","1016.7","1,,,W","-20.64","1,,,W","5.3",",W","0.0","W","0.0",",W","11",",W","0",",W","0",",W","28",",W","0",",W","24",",W","28",",W","28",",W","0",",W","0",",W","1","","","","20170222",",,W","20170226","+,,W","20170225",",,W","","","20170225",",,W","20170202",",,W","-33.8",",W,22,","230",",,W,26,+","23",",,W,25,","2.3",",,W,25,","-3.2",",W,02,","6109.7","W","1104.8",",W","10.5",",,,W","76","1,,,W","72","1,,,W","80","1,,,W","128",",,,W","-21.13",",W","-17.56",",,,W","-24.69",",,,W","","","","","80",",W","80",",W","","","","","","","17.4",",W","20.1",",W","",""
"USW00027502","2017-03","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-23.23",",,,W","1021.3",",,,W","1020.7",",,,W","-21.18",",,,W","4.9",",W","0.0","W","0.0",",W","10",",W","0",",W","0",",W","31",",W","0",",W","28",",W","31",",W","31",",W","0",",W","0",",W","","","","","20170319",",,W","20170330","+,,W","20170309",",,W","","","20170309",",,W","20170311","+,,W","-36.6",",W,19,","230",",,W,30,+","20",",,W,09,","2.0",",,W,09,","-3.2",",W,11,+","7352.7","W","1243.0",",W","6.1",",,,W","77",",,,W","70",",,,W","84",",,,W","70",",,,W","-21.76",",W","-17.57",",,,W","-25.95",",,,W","","","","","240",",W","230",",W","","","","","","","13.4",",W","16.5",",W","",""
"USW00027502","2017-04","71.28703","-156.73938","8.1","BARROW AIRPORT, AK US","-16.82",",,,W","1022.4",",,,W","1021.8",",,,W","-14.37",",,,W","5.9",",W","0.0","W","0.0",",W","0",",W","0",",W","0",",W","30",",W","0",",W","12",",W","30",",W","30",",W","0",",W","0",",W","","","","","20170403",",,W","20170428","+,,W","20170425",",,W","","","20170430","+,,W","20170418","+,,W","-29.3",",W,03,","150",",,W,28,+","10",",,W,25,","0.0",",T,W,30,+","-6.0",",W,18,+","8323.1","W","970.4",",W","0.0",",T,,W","78",",,,W","72",",,,W","84",",,,W","15",",,,W","-14.01",",W","-10.34",",,,W","-17.69",",,,W","","","","","80",",W","80",",W","","","","","","","14.8",",W","17.0",",W","",""
